Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:12	ua1g		rc://*/ta/man/translate/translate-names	Ἰεχονίας ἐγέννησεν τὸν Σαλαθιήλ, Σαλαθιὴλ δὲ ἐγέννησεν τὸν Ζοροβαβέλ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:12	ya86		rc://*/ta/man/translate/translate-names	τὸν Σαλαθιήλ, Σαλαθιὴλ	1	Many translations spell **Salathiel** as “Shealtiel.” Consider how translations with which your readers might be familiar spell this name. Alternate translation: “Shealtiel … Shealtiel”
1:12	qqo6		rc://*/ta/man/translate/figs-explicit	Σαλαθιὴλ & ἐγέννησεν τὸν Ζοροβαβέλ	1	In [1 Chronicles 3:19](../1co/03/19.md), a brother of **Salathiel** named Pedaiah is listed as the father of **Zerubbabel**. However, early Greek translations of [1 Chronicles 3:19](../1co/03/19.md) list **Salathiel** as the father of **Zerubabbel**. Matthew most likely used a source like these early Greek translations, so he probably intended his readers to think of **Salathiel** as the father of **Zerubbabel** and not as his uncle. If it would be helpful in your language, you could include some of this information in a footnote.
1:13	dcab		rc://*/ta/man/translate/translate-names	Ζοροβαβὲλ δὲ ἐγέννησεν τὸν Ἀβιούδ, Ἀβιοὺδ δὲ ἐγέννησεν τὸν Ἐλιακείμ, Ἐλιακεὶμ δὲ ἐγέννησεν τὸν Ἀζώρ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:14	seok		rc://*/ta/man/translate/translate-names	Ἀζὼρ δὲ ἐγέννησεν τὸν Σαδώκ, Σαδὼκ δὲ ἐγέννησεν τὸν Ἀχείμ, Ἀχεὶμ δὲ ἐγέννησεν τὸν Ἐλιούδ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:15	d8av		rc://*/ta/man/translate/translate-names	Ἐλιοὺδ δὲ ἐγέννησεν τὸν Ἐλεάζαρ, Ἐλεάζαρ δὲ ἐγέννησεν τὸν Μαθθάν, Μαθθὰν δὲ ἐγέννησεν τὸν Ἰακώβ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:16	sq31		rc://*/ta/man/translate/translate-names	Ἰακὼβ δὲ ἐγέννησεν τὸν Ἰωσὴφ τὸν ἄνδρα Μαρίας	1	This is the end of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:16	wdbo		rc://*/ta/man/translate/translate-names	Μαρίας	1	The word **Mary** is the name of a woman.
1:16	b3bm		rc://*/ta/man/translate/figs-activepassive	ἐξ ἧς ἐγεννήθη Ἰησοῦς	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “who gave birth to Jesus”
1:16	ovf4		rc://*/ta/man/translate/figs-distinguish	ὁ λεγόμενος Χριστός	1	Here, the phrase **the one called Christ** distinguishes this **Jesus** from any other people named Jesus. If it would be helpful in your language, you could use a form that distinguishes between this **Jesus** and any other people with that name. Alternate translation: “the Jesus called Christ” or “specifically the one who is called Christ”
1:16	z2rg		rc://*/ta/man/translate/figs-activepassive	ὁ λεγόμενος Χριστός	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, you could use an indefinite subject. Alternate translation: “whom people call Christ”
1:17	vdhv		rc://*/ta/man/translate/figs-explicit	ἀπὸ Ἀβραὰμ ἕως Δαυεὶδ γενεαὶ δεκατέσσαρες, καὶ ἀπὸ Δαυεὶδ ἕως τῆς μετοικεσίας Βαβυλῶνος γενεαὶ δεκατέσσαρες, καὶ ἀπὸ τῆς μετοικεσίας Βαβυλῶνος ἕως τοῦ Χριστοῦ γενεαὶ δεκατέσσαρες	1	In order to count 14 generations **from Abraham until David**, both Abraham and David need to be included. To count 14 generations **from David until the Babylonian deportation**, David needs to be excluded but Jechoniah needs to be included. To count 14 generations **from the Babylonian deportation until the Christ**, both Jechoniah and Jesus need to be included. Consider how you might express the calculations so that they match with the list. Alternate translation: “from Abraham up to and including David were 14 generations, and after David and until the Babylonian deportation were 14 generations, and starting with the Babylonian deportation and counting up to and including the Christ were 14 generations”
1:17	z5xw		rc://*/ta/man/translate/figs-explicit	τῆς μετοικεσίας Βαβυλῶνος	-1	Here Matthew refers to the same event that he referred to in [1:11–12](../01/11.md). Express the idea in the same way you did in those verses. Alternate translation: “the Babylonians captured Jerusalem and took many people away … when that happened”
1:18	gnl6		rc://*/ta/man/translate/grammar-connect-words-phrases	τοῦ δὲ Ἰησοῦ Χριστοῦ ἡ γένεσις οὕτως ἦν	1	Here, the word **Now** introduces a new section in this book that focuses on **the birth of Jesus Christ**. If it would be helpful in your language, you could use a word or phrase that introduces a new section, or you could leave **Now** untranslated. Alternate translation: “As for the birth of Jesus Christ, it happened thus”
1:18	cqt1		rc://*/ta/man/translate/figs-activepassive	μνηστευθείσης & τῷ Ἰωσήφ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was her parents. Alternate translation: “whose parents promised to Joseph that she would marry him”
1:18	xvk1		rc://*/ta/man/translate/figs-euphemism	πρὶν & συνελθεῖν αὐτοὺς	1	Matthew is referring in a polite way to having sex by using the phrase **came together**. If it would be helpful in your language, you could use a polite way of referring to this in your language, or you could state this plainly. Alternate translation: “before they consummated the marriage” or “before they had sex”
1:18	in4a		rc://*/ta/man/translate/figs-activepassive	εὑρέθη ἐν γαστρὶ ἔχουσα	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “was having in the womb” or “realized that she was having in the womb”
1:18	q6y8		rc://*/ta/man/translate/figs-idiom	ἐν γαστρὶ ἔχουσα	1	Here, the phrase **having in the womb** refers to being pregnant. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “to be with child” or “to be pregnant”
1:18	a71d		rc://*/ta/man/translate/figs-explicit	ἐκ Πνεύματος Ἁγίου	1	The phrase **from the Holy Spirit** indicates that Mary did not become pregnant in the usual way, that is, by having sex with a man. Rather, she became pregnant because the Holy Spirit caused her to be pregnant. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “by the power of the Holy Spirit” or “because of the Holy Spirit’s work”
1:19	h941		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces the next major event in the story. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **Now** untranslated. Alternate translation: “Then,”
