Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
1:16	adg3		rc://*/ta/man/translate/figs-metonymy	וַ⁠יֹּ֣אמֶר מְמוּכָ֗ן לִ⁠פְנֵ֤י הַ⁠מֶּ֨לֶךְ֙	And Memukan replied before the face of the king	1	Here, **face** represents the presence of a person. The phrase means that Memukan was speaking in the presence of the king and of the other officials. Alternate translation: “then Memukan spoke so that both the king and the officials could hear”
1:16	yqr8		rc://*/ta/man/translate/figs-hyperbole	כָּל־הָ֣⁠עַמִּ֔ים אֲשֶׁ֕ר בְּ⁠כָל־מְדִינ֖וֹת הַ⁠מֶּ֥לֶךְ	all the peoples who are in all the provinces of the king	1	This means all the different people groups that were living in the empire. You could say, “all the people groups in all the provinces that King Ahasuerus rules” or more generally, “every person who lives in the entire empire of King Ahasuerus.”
1:16	ss5y		rc://*/ta/man/translate/translate-names	מְמוּכָ֗ן	Memukan	1	See how you translated this man’s name in [1:14](../01/14.md).
1:16	adg5		rc://*/ta/man/translate/figs-123person	הַ⁠מֶּ֥לֶךְ אֲחַשְׁוֵרֽוֹשׁ	the king Ahasuerus	1	Memukan speaks of **the king** in third person as a form of respect. If you want to portray him as speaking primarily to the king because he is answering the king’s question, you could have him say, “in all the provinces that you rule” or “every person who lives in your entire empire.”
1:17	jd17		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי	For	1	This introduces the reason why Memukan says that Queen Vashti has done wrong against all the men in the kingdom and not only against King Ahasuerus. To show that, you can begin with “This is what will happen.”
1:17	gn4g		rc://*/ta/man/translate/figs-hyperbole	יֵצֵ֤א דְבַר־הַ⁠מַּלְכָּה֙ עַל־כָּל־הַ⁠נָּשִׁ֔ים	the matter of the queen will go out to all the women	1	To emphasize his point, Memukan exaggerates and says that every single woman in the empire will hear about Queen Vashti refusing to obey King Ahasuerus. You could say, as UST does, that “women all over the empire” will hear about what the queen did. Or you could preserve Memukan’s manner of speaking by saying, “every woman” will hear.
1:17	jd19		rc://*/ta/man/translate/figs-metaphor	לְ⁠הַבְז֥וֹת בַּעְלֵי⁠הֶ֖ן בְּ⁠עֵינֵי⁠הֶ֑ן	in order to make their husbands despised in their eyes	1	Here, **eyes** stand for seeing, and seeing means knowledge, notice, attention, or judgment. The phrase means that the women will treat their husbands with disrespect and not obey them. Alternate translation: “women will despise their husbands”
1:17	adg7		rc://*/ta/man/translate/figs-explicit	בְּ⁠אָמְרָ֗⁠ם הַ⁠מֶּ֣לֶךְ אֲחַשְׁוֵר֡וֹשׁ אָמַ֞ר לְ⁠הָבִ֨יא אֶת־וַשְׁתִּ֧י הַ⁠מַּלְכָּ֛ה לְ⁠פָנָ֖י⁠ו וְ⁠לֹא־בָֽאָה	when they say, ‘The king Ahasuerus said to bring Vashti the queen before his face, but she did not come	1	The implication is that they will go on to say, “So if even the queen can disobey the king, why should I have to obey my husband?” If it would be helpful in your language, you could say that explicitly.
1:17	adg9		rc://*/ta/man/translate/grammar-connect-logic-result	הַ⁠מֶּ֣לֶךְ אֲחַשְׁוֵר֡וֹשׁ אָמַ֞ר לְ⁠הָבִ֨יא אֶת־וַשְׁתִּ֧י הַ⁠מַּלְכָּ֛ה לְ⁠פָנָ֖י⁠ו וְ⁠לֹא־בָֽאָה	The king Ahasuerus said to bring Vashti the queen before his face, but she did not come	1	The women will stop respecting their husbands after they hear about this. You can put this report about what Queen Vashti did first, before “women will stop respecting their husbands,” because it is the reason that explains that result.
1:17	jd21		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנָ֖י⁠ו	before his face	1	Here, **face** means the presence of a person. The phrase means the Queen Vashti refused to come into the presence of King Ahasuerus when he summoned her during the feast. See how you translated this in verse 11.
1:18	afg1			וְֽ⁠הַ⁠יּ֨וֹם הַ⁠זֶּ֜ה	Now this day	1	Alternate translation: “even today” or “even this very day”
1:18	afg3			שָׂר֣וֹת פָּֽרַס־וּ⁠מָדַ֗י	the noblewomen of Persia and Media	1	It becomes clear later in the verse that Memukan is speaking of the wives of the king’s officials, and you could communicate that here by saying, “the wives of the officials who govern Persia and Media.” But the term “noblewomen” indicates that they also had high status of their own, so you could also call them “the leading women of Persia and Media.”
1:18	afg5			דְּבַ֣ר הַ⁠מַּלְכָּ֔ה	the matter of the queen	1	Alternate translation: “what the queen has done”
1:18	afg7			תֹּאמַ֣רְנָה	will speak	1	This means that they will “talk back” or “disobey.” Alternate translation: “refuse to obey”
1:18	afg9		rc://*/ta/man/translate/figs-explicit	לְ⁠כֹ֖ל שָׂרֵ֣י הַ⁠מֶּ֑לֶךְ	to all the officials of the king	1	This means the husbands of the noblewomen. The implication may be, “They will disobey their husbands even though they are officials of the king.” You could say that explicitly, as UST does.
1:18	u6d7			וּ⁠כְ⁠דַ֖י בִּזָּי֥וֹן וָ⁠קָֽצֶף	And there will be contempt and wrath enough	1	This could mean either that they will treat their husbands with disrespect, and this will make their “husbands angry with them” or that “they will be angry with their husbands and treat them with contempt.”
1:18	afh1		rc://*/ta/man/translate/figs-explicit	וּ⁠כְ⁠דַ֖י	And there will be & enough	1	This could mean that the husbands will be as furious “as much as they can bear.” But you could also say, “That will be bad enough by itself, even if the news does not spread any farther.” If you think that is the meaning, you can say that explicitly, as UST does.
1:19	afh3		rc://*/ta/man/translate/figs-idiom	אִם־עַל־הַ⁠מֶּ֣לֶךְ ט֗וֹב	If it is good to the king	1	This is an idiom that means “if the king thinks this is a good idea” or “if this advice is pleasing to the king.”
1:19	d8qk		rc://*/ta/man/translate/figs-123person	אִם־עַל־הַ⁠מֶּ֣לֶךְ ט֗וֹב	If it is good to the king	1	Memukan speaks to the king in third person as a form of respect. Alternate translation: “If it pleases you”
1:19	jd25		rc://*/ta/man/translate/figs-metonymy	יֵצֵ֤א דְבַר־מַלְכוּת֙ מִ⁠לְּ⁠פָנָ֔י⁠ו	let a decree of royalty go out from before his face	1	Here, **face** represents the presence of a person. The phrase means that the decree will come from the king himself. Alternate translation: “you should personally issue a royal decree” or “you should write a decree yourself”
1:19	afh5		rc://*/ta/man/translate/figs-abstractnouns	דְבַר־מַלְכוּת֙	a decree of royalty	1	You can translate the abstract noun **royalty** with the adjective “royal.” Alternate translation: “royal decree”
1:19	jd23		rc://*/ta/man/translate/figs-123person	מִ⁠לְּ⁠פָנָ֔י⁠ו	from before his face	1	Memukan speaks to the king in third person as a form of respect. Alternate translation: “personally”
1:19	afh7		rc://*/ta/man/translate/figs-activepassive	וְ⁠יִכָּתֵ֛ב	and let it be written	1	You can say this with an active form, and you can say who will do the action. Alternate translation: “you should write a decree yourself” or “command your scribes to write a decree”
1:19	mh1a			וְ⁠לֹ֣א יַעֲב֑וֹר	which do not pass away	1	Alternate translation: “these laws never become invalid” or “can never be changed”
1:19	jd27		rc://*/ta/man/translate/figs-123person	תָב֜וֹא & לִ⁠פְנֵי֙ הַ⁠מֶּ֣לֶךְ	shall & come before the face of the king	1	Memukan speaks to the king in third person as a form of respect. Alternate translation: “never come into your presence again”
1:19	jd29		rc://*/ta/man/translate/figs-metonymy	תָב֜וֹא & לִ⁠פְנֵי֙ הַ⁠מֶּ֣לֶךְ	shall & come before the face of the king	1	Here, **face** represents the presence of a person. The phrase means that Queen Vashti will never again come into the king’s presence. Alternate translation: “never again come before King Ahasuerus”
1:19	jd31		rc://*/ta/man/translate/figs-123person	וּ⁠מַלְכוּתָ⁠הּ֙ יִתֵּ֣ן הַ⁠מֶּ֔לֶךְ לִ⁠רְעוּתָ֖⁠הּ הַ⁠טּוֹבָ֥ה מִמֶּֽ⁠נָּה	And let the king give her royalty to her female neighbor, the woman who is better than she	1	Memukan speaks to the king in third person as a form of respect. You can show the same meaning with a verb that addresses a singular “you” and indicates that Memukan is offering advice, not giving a command when he say, “choose another woman to be queen.” Alternate translation: “the king can give her position as queen to some other woman”
1:19	afh9		rc://*/ta/man/translate/figs-abstractnouns	וּ⁠מַלְכוּתָ⁠הּ֙	And & her royalty	1	You can translate the abstract noun **royalty** with an expression such as “her royal position” or “her position as queen.”
1:19	afj1		rc://*/ta/man/translate/figs-explicit	הַ⁠טּוֹבָ֥ה מִמֶּֽ⁠נָּה	the woman who is better than she	1	Memukan means that the next queen should be “better than” Vashti by obeying all of the king’s commands. You could say this explicitly, as UST does.
1:20	v9l3		rc://*/ta/man/translate/figs-activepassive	וְ⁠נִשְׁמַע֩ פִּתְגָ֨ם הַ⁠מֶּ֤לֶךְ	And the decree of the king will be heard	1	You can say this with an active form, and you can say who will do the action. Alternate translation: “when everyone … hears”
1:20	des3		rc://*/ta/man/translate/figs-123person	פִּתְגָ֨ם הַ⁠מֶּ֤לֶךְ	the decree of the king	1	Memukan speaks to the king in third person as a form of respect. You could express the same meaning in the second person: “When they hear what you have commanded.” Alternate translation: “when they hear the king’s decree”
1:20	jd33		rc://*/ta/man/translate/figs-explicit	אֲשֶֽׁר־יַעֲשֶׂה֙ בְּ⁠כָל־מַלְכוּת֔⁠וֹ	that he will make for all his kingdom	1	Even though the decree of Ahasuerus applied only to Vashti directly, implicitly it meant that all wives had to obey their husbands or else their husbands could banish and divorce them as well. You can say this explicitly at the end of the verse by saying, “because if any wife disobeys her husband, he can banish and divorce her, just as you did to Vashti.”
1:20	afj3		rc://*/ta/man/translate/figs-123person	מַלְכוּת֔⁠וֹ	his kingdom	1	Memukan speaks to the king in third person as a form of respect. Alternate translation: “for all your kingdom”
1:20	p8nz			כִּ֥י רַבָּ֖ה הִ֑יא	though it is great	1	Alternate translation: “even though your empire is very large”
1:20	afj5			הַ⁠נָּשִׁ֗ים יִתְּנ֤וּ יְקָר֙ לְ⁠בַעְלֵי⁠הֶ֔ן	the women will give honor to their husbands	1	Alternate translation: “women will respect and obey their husbands”
