Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
1:15	a040		rc://*/ta/man/translate/figs-metonymy	ὄχλος ὀνομάτων	the multitude of names	1	Luke is using the term **names** to mean “people,” by association with the way that people have names. Alternate translation: “the number of people”
1:15	a041			ἐπὶ τὸ αὐτὸ	to the same	1	See the discussion of this phrase in Part 3 of the Introduction to Acts. Alternate translation: “in that one place” or “in their Christian fellowship”
1:16	a042		rc://*/ta/man/translate/figs-idiom	ἄνδρες, ἀδελφοί	Men, brothers	1	This is an idiomatic form of address. Alternate translation: “My brothers”
1:16	a043		rc://*/ta/man/translate/figs-metaphor	ἄνδρες, ἀδελφοί	Men, brothers	1	See how you translated the term **brothers** in [1:15](../01/15.md). Alternate translation: “My fellow believers”
1:16	a045		rc://*/ta/man/translate/figs-infostructure	ἔδει πληρωθῆναι τὴν Γραφὴν, ἣν προεῖπε τὸ Πνεῦμα τὸ Ἅγιον διὰ στόματος Δαυεὶδ περὶ Ἰούδα, τοῦ γενομένου ὁδηγοῦ τοῖς συλλαβοῦσιν Ἰησοῦν	it was necessary for the scripture to be fulfilled that the Holy Spirit spoke before by the mouth of David concerning Judas, the one having become a guide to the ones arresting Jesus	1	If it would be helpful in your language, you could put the information that Peter provides to identify this **scripture** before his statement that it had to be **fulfilled**. It may be helpful to make that statement a separate sentence. Alternate translation: “the Holy Spirit spoke before by the mouth of David concerning Judas, who became a guide to the ones who arrested Jesus. It was necessary for that scripture to be fulfilled”
1:16	i8tl		rc://*/ta/man/translate/figs-activepassive	ἔδει πληρωθῆναι τὴν Γραφὴν	it was necessary for the scripture to be fulfilled	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “the things needed to take place that the scripture described” or, if you put the background information first as a separate sentence, “What that scripture described needed to take place”
1:16	a046			προεῖπε	spoke before	1	Alternate translation: “spoke beforehand” or “spoke in advance”
1:16	f3um		rc://*/ta/man/translate/figs-metonymy	διὰ στόματος Δαυεὶδ	by the mouth of David	1	Peter is using the word **mouth** to refer to words that David spoke or sang using his mouth and that he recorded in the book of Psalms, as Peter indicates in [1:20](../01/20.md). Alternate translation: “through the words of David”
1:16	a048		rc://*/ta/man/translate/figs-synecdoche	τοῦ γενομένου ὁδηγοῦ τοῖς συλλαβοῦσιν Ἰησοῦν	the one having become a guide to the ones arresting Jesus	1	Peter is using the act of guiding **the ones arresting Jesus** to represent all of the things that Judas did to betray Jesus. This also included meeting beforehand with his enemies, receiving payment for the betrayal, and looking for the best opportunity to catch Jesus away from the crowds. If it would be helpful to your readers, you could express this in more general terms. Alternate translation: “who betrayed Jesus to his enemies”
1:17	q73y		rc://*/ta/man/translate/grammar-connect-logic-result	ὅτι	For	1	Peter uses the word **For** to introduce the reason for a result that is described in [1:21–22](../01/21.md), after Luke provides further background information and Peter quotes the scripture he referred to in [1:16](../01/16.md). The overall meaning is, “Since Judas was one of us apostles, we need to replace him with another witness of the ministry of Jesus.” But since so much material comes between the reason and the result, it may be helpful to give an indication here that Peter has a response in mind. Alternate translation: “There is something important we need to do in response to this scripture being fulfilled, since”
1:17	a049		rc://*/ta/man/translate/figs-parallelism	κατηριθμημένος ἦν ἐν ἡμῖν, καὶ ἔλαχεν τὸν κλῆρον τῆς διακονίας ταύτης	he was numbered with us and received a share of this ministry	1	These two phrases mean similar things. If it would be helpful to your readers, you could combine them. Alternate translation: “Jesus chose him to be an apostle along with us”
1:17	a050			κατηριθμημένος ἦν ἐν ἡμῖν	he was numbered with us	1	Peter is using the term **numbered** in one of its specific senses. Alternate translation: “he was considered to be one of us apostles”
1:17	a051		rc://*/ta/man/translate/figs-activepassive	κατηριθμημένος ἦν ἐν ἡμῖν	he was numbered with us	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “he belonged to our group of apostles”
1:17	tmv2		rc://*/ta/man/translate/figs-exclusive	ἐν ἡμῖν	with us	1	Although Peter is addressing a larger group of people, he is using the word **us** to refer only to himself and the other apostles. So if your language distinguishes between exclusive and inclusive “us,” it would be accurate to use the exclusive form here. Other languages may have other ways of indicating that **us** is exclusive here. Alternate translation: “with us apostles”
1:17	a052		rc://*/ta/man/translate/figs-quotemarks	τὸν κλῆρον τῆς διακονίας ταύτης	a share of this ministry	1	Luke temporarily ends his quotation from Peter after this phrase so that he can provide further background information about Judas in [1:18–19](../01/18.md). The quotation resumes in [1:20](../01/20.md). If you are identifying quotations in your translation by putting them within quotation marks or by using some other punctuation or convention that your language uses, there should be an ending quotation mark or the equivalent after this phrase.
1:18	tmv1		rc://*/ta/man/translate/writing-background	μὲν οὖν	Now indeed	1	Luke is using this expression to introduce further background information that he provides in this verse and the next one about how Judas died and about what people called the field where he died. This is not part of Peter’s speech. You may want to indicate that by putting these verses in parentheses or by using the equivalent convention in your language.
