Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
1:14	f6qj			יְהִ֤י מְאֹרֹת֙	Let there be lights	1	These lights refer to the sun, moon and stars that give off light. But it is important to keep this general in your translation (like the Hebrew text does) and not specify the names of these lights. Alternate translation: “Let lamps exist” or “Let there be objects that give light”
1:14	snjr			בִּ⁠רְקִ֣יעַ הַ⁠שָּׁמַ֔יִם	in the expanse of the heavens	1	The expanse is the same thing as the heavens (verse 8), so some translations leave **the expanse of** implied here. Do what is best in your language. Alternate translation: “in the space of the sky” or “in the open space of the sky” or “in the heavens”
1:14	as7i			לְ⁠הַבְדִּ֕יל	to separate	1	" Alternate translation: “to divide” or “that separate”"
1:14	ik3v			בֵּ֥ין הַ⁠יּ֖וֹם וּ⁠בֵ֣ין הַ⁠לָּ֑יְלָה	between the day and the night	1	See how you translated “Daytime” and “Nighttime” in verse 5.
1:14	iva1			וְ⁠הָי֤וּ לְ⁠אֹתֹת֙	And let them be for signs	1	" Alternate translation: “Let those lamps also be” or “They will also serve as” or “I also command those lamps to serve as”"
1:14	kwpn			וְ⁠הָי֤וּ לְ⁠אֹתֹת֙	And let them be for signs	1	The Hebrew text is ambiguous here. It could mean: (1) “signs/markers of special/important events, and they must/will mark” or “They must/will also mark/indicate when important things happen, and they must/will mark/show” or (2) “signs/markers that mark/indicate/show”. The word **signs** means that the lights are to mark certain times of the year. Following the first interpretation, the lights are to also mark special events (such as the star that signaled Jesus’ birth and the darkened sun at Jesus’ death).
1:14	zf63			וּ⁠לְ⁠מ֣וֹעֲדִ֔ים וּ⁠לְ⁠יָמִ֖ים וְ⁠שָׁנִֽים	and for seasons, and for days and years	1	The sun and moon show the passing of time. For example, the 30-day month is determined by the phases of the moon, and the 365-day year is determined by the time it takes for the earth to travel around the sun. Seasons are regular times of the year, such as seed-planting and harvesting times, and the seasons of spring, summer, fall and winter (Genesis 8:22), as well as the special festivals which God appointed for his people to meet with him. You could put some of that information in a footnote.
1:15	qfvm			וְ⁠הָי֤וּ לִ⁠מְאוֹרֹת֙	And let them be as lights	1	" Alternate translation: “And they will be sources of light” or “They will serve as lights” or “Their purpose is to serve as sources of light”"
1:15	szsy			בִּ⁠רְקִ֣יעַ הַ⁠שָּׁמַ֔יִם	in the expanse of the heavens	1	See how you translated this phrase in verse 14. Alternate translation: “in the space called the sky” or “in the open space of the sky” or “in the heavens”
1:15	jf98			לְ⁠הָאִ֖יר עַל הָ⁠אָ֑רֶץ	to shine on the earth	1	See how you translated **the earth** in verses 1-2. Alternate translation: “to shine light on the earth.” or “so that they give light to the earth.”
1:15	c4rf			וַֽ⁠יְהִי כֵֽן	And it was so	1	" Alternate translation: “And it was exactly as he commanded it to be”"
1:16	slgo			וַ⁠יַּ֣עַשׂ אֱלֹהִ֔ים	So God made	1	Verses 16-18 explain what God’s commands in verses 14-15 caused to happen. Make sure your translation of these verses does not sound like he created the lights twice. See how you translated **So God made** in verse 7. Alternate translation: “In that way God made” or “That is how he made”
1:16	axyb			אֶת שְׁנֵ֥י הַ⁠מְּאֹרֹ֖ת הַ⁠גְּדֹלִ֑ים	the two great lights	1	This phrase refers to the sun and the moon, which are the two brightest objects in the earth’s sky. However, the author intentionally does not use their names, so you should not include their names in your translation either. Alternate translation: “the two big lights,”
1:16	udou			אֶת הַ⁠מָּא֤וֹר הַ⁠גָּדֹל֙	the greater light	1	The focus is on the relative brightness or strength of the lights, not on their size. Alternate translation: “the stronger light”
1:16	vq3u		rc://*/ta/man/translate/figs-personification	לְ⁠מֶמְשֶׁ֣לֶת הַ⁠יּ֔וֹם	to rule the day	1	The word **rule** is a figure of speech that means each light has the greatest effect during a particular time period because it is the brightest light that is shining then. For some languages, nonliving objects like the sun and the moon cannot **rule** because only people can do that. Do what is accurate and natural in your language. Alternate translation: “to govern the day,”
1:16	slw4			וְ⁠אֶת הַ⁠מָּא֤וֹר הַ⁠קָּטֹן֙	and the lesser light	1	" Alternate translation: “and the dimmer light”"
1:16	kas2			לְ⁠מֶמְשֶׁ֣לֶת הַ⁠לַּ֔יְלָה	to rule the night	1	Be consistent here with how you translated **rule** previously in this verse. Alternate translation: “to govern the night,”
1:16	vlll		rc://*/ta/man/translate/figs-ellipsis	וְ⁠אֵ֖ת הַ⁠כּוֹכָבִֽים	and the stars	1	The verb **made** that is used earlier in the verse is implied here. Translate this in a way that is clear and natural in your language. Alternate translation: “and he also made the stars.” or “That is also when he created the stars.”
1:17	wi1g		rc://*/ta/man/translate/writing-pronouns	וַ⁠יִּתֵּ֥ן אֹתָ֛⁠ם אֱלֹהִ֖ים	And God set them	1	Consider what is the best way in your language to refer to God and the lights at this point in the paragraph. Alternate translation: “God put them” or “God placed the lights”
1:17	zkp6			בִּ⁠רְקִ֣יעַ הַ⁠שָּׁמָ֑יִם	in the expanse of the heavens	1	See how you translated this phrase in verses 14 and 15. Alternate translation: “in the space called the sky” or “in the open space of the sky” or “in the heavens”
1:17	e0pl			לְ⁠הָאִ֖יר עַל הָ⁠אָֽרֶץ	to shine on the earth	1	See how you translated this phrase in verse 15. Alternate translation: “to provide light to the earth,”
1:18	iq2u		rc://*/ta/man/translate/figs-personification	וְ⁠לִ⁠מְשֹׁל֙ בַּ⁠יּ֣וֹם וּ⁠בַ⁠לַּ֔יְלָה	and to rule over the day and over the night	1	Make sure that your translation of the word **day** refers here to the daytime hours, not an entire 24-hour day. Also see how you translated **rule** in 1:16. Alternate translation: “and to dominate the daytime or the nighttime,” or “and to shine during the daytime and during the nighttime,”
1:18	x9y4			וּֽ⁠לֲ⁠הַבְדִּ֔יל בֵּ֥ין הָ⁠א֖וֹר וּ⁠בֵ֣ין הַ⁠חֹ֑שֶׁךְ	and to separate between the light and the darkness	1	Consider again how you translated **separate** in verses 4, 6-7, 14 and 18. Alternate translation: “and to distinguish the light from the darkness.” or “and to separate the time of light from the time of darkness.”
1:18	ji6r			וַ⁠יַּ֥רְא אֱלֹהִ֖ים	And God saw	1	" Alternate translation: “And he saw” or “He saw”"
1:18	h52g		rc://*/ta/man/translate/figs-explicit	כִּי טֽוֹב	that {it was} good	1	Some languages need to specify what was good. Do what is best in your language. Alternate translation: “that what he had made was good” or “that the lights in the sky were good”
1:19	c1co			וַֽ⁠יְהִי עֶ֥רֶב וַֽ⁠יְהִי בֹ֖קֶר	Then there was evening, and there was morning	1	" Alternate translation: “Then evening came, and then morning came,”"
1:19	zl7w		rc://*/ta/man/translate/translate-ordinal	י֥וֹם רְבִיעִֽי	the fourth day	1	" Alternate translation: “and the fourth day ended.” or “and that was the end of day four.”"
1:20	qr92		rc://*/ta/man/translate/writing-quotations	וַ⁠יֹּ֣אמֶר אֱלֹהִ֔ים	Then God said	1	" Alternate translation: “Then God commanded,”"
1:20	rlrq			יִשְׁרְצ֣וּ הַ⁠מַּ֔יִם שֶׁ֖רֶץ נֶ֣פֶשׁ חַיָּ֑ה	Let the waters swarm {with} swarm{s} of living creature{s	1	" Alternate translation: “I command the water to be full of large groups of living creatures,” or “I command there to be large numbers of water animals that live everywhere in the water,”"
1:20	szof			וְ⁠עוֹף֙ יְעוֹפֵ֣ף	and let bird{s} fly	1	The Hebrew word for **birds** can also be more general and refer to “winged/flying creatures,” which includes birds, bats, flying insects and even flying reptiles that are now extinct. Consider whether it is better in your language to begin a new sentence here. Alternate translation: “and let there be birds that fly” or “Also let there be winged creatures that fly”
1:20	obps			עַל הָ⁠אָ֔רֶץ עַל פְּנֵ֖י רְקִ֥יעַ הַ⁠שָּׁמָֽיִם	above the earth across the face of the expanse of the sky	1	" Alternate translation: “above the earth, through the air.” or “across the sky above the earth.”"
